plan,stratum,node,delta_a,delta_b,oracle,local_a,deficit,form
6283,HC_INT,n0,1,1/100,1,0,1,1
6288,HASH,n0,2/3,1/2,2,0,2,2
6288,HASH,n1,2/3,1/10,2,0,2,2
6295,HC_NONINT,n3,2/3,147/1000,2,0,2,2
6296,HC_SHIFT_UNDER_HASH,n0,1/10,2/5,4,0,4,4
6302,HASH,n0,4/25,2/5,3,0,3,3
6302,HASH,n1,2/5,4/25,2,0,2,2
6309,HC_NONINT,n1,1,147/1000,2,0,2,2
6311,HC_INT,n0,5/8,1/16,1,0,1,1
6313,HC_DEEP,n5,1/10,1/100,1,0,1,1
6316,HASH,n0,1/4,4/25,2,0,2,2
6323,HC_NONINT,n1,1/10,1/2,5,0,5,5
6324,HC_SHIFT_UNDER_HASH,n0,3/10,5/8,3,0,3,3
6325,HC_INT,n0,1/16,1/16,1,0,1,1
6330,HASH,n0,1/100,1/8,13,0,13,13
6330,HASH,n1,1/8,1/100,2,0,2,2
6330,HASH,n2,1/8,1/100,2,0,2,2
6337,HC_NONINT,n1,2/3,2/5,2,0,2,2
6338,HC_SHIFT_UNDER_HASH,n0,1/16,1/3,6,0,6,6
6338,HC_SHIFT_UNDER_HASH,n3,1/3,1/3,1,0,1,1
6344,HASH,n0,1/5,1/100,1,0,1,1
6344,HASH,n2,1/100,1/5,20,0,20,20
6352,HC_SHIFT_UNDER_HASH,n1,1,3/10,2,0,2,2
6358,HASH,n0,147/1000,2/5,4,0,4,4
6365,HC_NONINT,n3,1/3,147/1000,2,0,2,2
6372,HASH,n0,1/4,5/8,3,0,3,3
6386,HASH,n0,147/1000,1/8,2,0,2,2
6386,HASH,n1,147/1000,1/8,2,0,2,2
6393,HC_NONINT,n0,1/3,2/5,2,0,2,2
6394,HC_SHIFT_UNDER_HASH,n1,1,1/8,1,0,1,1
6395,HC_INT,n0,3/10,1/10,1,0,1,1
6400,HASH,n0,1/5,147/1000,2,0,2,2
6400,HASH,n3,1/5,1/5,1,0,1,1
6407,HC_NONINT,n1,147/1000,1/5,3,0,3,3
6409,HC_INT,n0,2/3,2/3,1,0,1,1
6414,HASH,n0,1/3,5/8,3,0,3,3
6423,HC_INT,n2,2/5,1/100,1,0,1,1
6425,HC_DEEP,n3,1,147/1000,2,0,2,2
6428,HASH,n0,3/10,4/25,2,0,2,2
6435,HC_NONINT,n0,1/10,1/8,2,0,2,2
6442,HASH,n0,1/4,1/16,1,0,1,1
6450,HC_SHIFT_UNDER_HASH,n2,2/5,1/8,2,0,2,2
6451,HC_INT,n0,4/25,1/100,1,0,1,1
6451,HC_INT,n1,1/100,4/25,16,0,16,16
6456,HASH,n0,3/10,1,4,0,4,4
6456,HASH,n4,1,3/10,2,0,2,2
6463,HC_NONINT,n0,5/8,147/1000,2,0,2,2
6470,HASH,n0,5/8,3/8,2,0,2,2
6477,HC_NONINT,n0,1/16,1/10,3,0,3,3
6479,HC_INT,n2,1/16,1,16,0,16,16
6484,HASH,n0,3/8,1/4,2,0,2,2
6484,HASH,n2,1/4,3/8,2,0,2,2
6491,HC_NONINT,n0,1/5,3/10,2,0,2,2
6492,HC_SHIFT_UNDER_HASH,n2,1/10,1/16,2,0,2,2
6498,HASH,n0,3/10,3/8,2,0,2,2
6498,HASH,n3,3/10,3/8,2,0,2,2
6498,HASH,n5,3/10,3/8,2,0,2,2
6505,HC_NONINT,n0,1/5,3/8,3,0,3,3
6506,HC_SHIFT_UNDER_HASH,n0,1/3,1/10,2,0,2,2
6512,HASH,n0,2/5,2/5,1,0,1,1
6512,HASH,n3,1/3,2/5,2,0,2,2
6519,HC_NONINT,n0,1/10,1/8,2,0,2,2
6519,HC_NONINT,n1,1/8,1/10,2,0,2,2
6520,HC_SHIFT_UNDER_HASH,n3,1/2,1/3,2,0,2,2
6526,HASH,n0,1/8,1/100,2,0,2,2
6526,HASH,n2,1/8,1/100,2,0,2,2
6526,HASH,n3,1/8,1/100,2,0,2,2
6540,HASH,n0,2/5,1/10,1,0,1,1
6549,HC_INT,n3,1,1/3,1,0,1,1
6554,HASH,n0,4/25,2/3,5,0,5,5
6561,HC_NONINT,n1,3/10,5/8,3,0,3,3
6561,HC_NONINT,n3,3/10,5/8,3,0,3,3
6565,HC_DEEP,n1,5/8,5/8,1,0,1,1
6568,HASH,n0,4/25,3/8,4,0,4,4
6568,HASH,n2,3/8,4/25,2,0,2,2
6575,HC_NONINT,n0,5/8,1/16,1,0,1,1
6577,HC_INT,n0,3/10,1/100,1,0,1,1
6582,HASH,n0,1/2,1/5,2,0,2,2
6582,HASH,n1,1/2,1/5,2,0,2,2
6582,HASH,n2,1/5,1/2,3,0,3,3
6593,HC_DEEP,n1,3/10,1/8,2,0,2,2
6593,HC_DEEP,n3,1/8,3/8,3,0,3,3
6596,HASH,n0,1/100,1/16,7,0,7,7
6605,HC_INT,n2,1/2,3/8,2,0,2,2
6610,HASH,n0,1/3,2/5,2,0,2,2
6610,HASH,n1,2/3,2/5,2,0,2,2
6617,HC_NONINT,n0,1/2,2/3,2,0,2,2
6618,HC_SHIFT_UNDER_HASH,n2,2/3,1/8,2,0,2,2
6619,HC_INT,n0,4/25,1/100,1,0,1,1
6624,HASH,n0,1/3,1/100,2,0,2,2
6631,HC_NONINT,n0,147/1000,1/4,3,0,3,3
6632,HC_SHIFT_UNDER_HASH,n0,1/8,1/4,2,0,2,2
6633,HC_INT,n2,1/2,2/5,2,0,2,2
6633,HC_INT,n4,1/2,1/4,1,0,1,1
6638,HASH,n0,3/8,2/5,2,0,2,2
6645,HC_NONINT,n0,1/3,3/10,2,0,2,2
6649,HC_DEEP,n0,5/8,1/16,1,0,1,1
6652,HASH,n0,2/5,5/8,3,0,3,3
6659,HC_NONINT,n0,5/8,4/25,2,0,2,2
6666,HASH,n0,3/8,1/100,2,0,2,2
6673,HC_NONINT,n1,1/16,5/8,10,0,10,10
6675,HC_INT,n0,1,1,1,0,1,1
6680,HASH,n0,1/4,1/8,1,0,1,1
6687,HC_NONINT,n1,2/3,1/16,2,0,2,2
6694,HASH,n0,1/3,5/8,3,0,3,3
6701,HC_NONINT,n0,147/1000,4/25,3,0,3,3
6703,HC_INT,n0,1/4,1/16,1,0,1,1
6708,HASH,n0,1/8,2/3,6,0,6,6
6719,HC_DEEP,n0,147/1000,1/16,2,0,2,2
6719,HC_DEEP,n2,147/1000,1/16,2,0,2,2
6719,HC_DEEP,n4,1/4,147/1000,2,0,2,2
6722,HASH,n0,3/8,1/8,1,0,1,1
6722,HASH,n1,1/8,3/8,3,0,3,3
6729,HC_NONINT,n0,1/3,1/5,2,0,2,2
6731,HC_INT,n0,1,1,1,0,1,1
6736,HASH,n0,5/8,3/10,2,0,2,2
6736,HASH,n4,3/10,5/8,3,0,3,3
6743,HC_NONINT,n2,1/16,1/10,3,0,3,3
6745,HC_INT,n3,1,1/4,1,0,1,1
6750,HASH,n0,1/16,1/2,8,0,8,8
6757,HC_NONINT,n0,1/10,1,10,0,10,10
6761,HC_DEEP,n3,1/5,1/8,2,0,2,2
6764,HASH,n0,1/16,1/2,8,0,8,8
6778,HASH,n0,147/1000,3/10,4,0,4,4
6778,HASH,n2,3/10,147/1000,2,0,2,2
6792,HASH,n0,1/10,1/2,5,0,5,5
6806,HASH,n0,3/10,3/8,2,0,2,2
6806,HASH,n1,3/8,3/10,2,0,2,2
6815,HC_INT,n0,5/8,5/8,1,0,1,1
6820,HASH,n0,1/2,1/10,1,0,1,1
6820,HASH,n1,1/10,1/2,5,0,5,5
6827,HC_NONINT,n0,2/5,4/25,2,0,2,2
6834,HASH,n0,147/1000,1/5,3,0,3,3
6834,HASH,n2,1/5,147/1000,2,0,2,2
6841,HC_NONINT,n4,1/5,1/4,2,0,2,2
6845,HC_DEEP,n0,1/8,1/2,4,0,4,4
6848,HASH,n0,5/8,3/10,2,0,2,2
6855,HC_NONINT,n1,4/25,5/8,5,0,5,5
6856,HC_SHIFT_UNDER_HASH,n0,1/10,3/10,3,0,3,3
6862,HASH,n0,4/25,1/100,1,0,1,1
6869,HC_NONINT,n0,4/25,3/10,3,0,3,3
6869,HC_NONINT,n2,3/10,4/25,2,0,2,2
6871,HC_INT,n0,1/5,1/100,1,0,1,1
6876,HASH,n0,2/5,1/10,1,0,1,1
6876,HASH,n1,1/10,2/5,4,0,4,4
6890,HASH,n0,1/16,2/3,12,0,12,12
6904,HASH,n0,2/5,5/8,3,0,3,3
6913,HC_INT,n0,1/2,1/4,1,0,1,1
6918,HASH,n0,147/1000,3/10,4,0,4,4
6925,HC_NONINT,n1,2/5,1/16,2,0,2,2
6927,HC_INT,n0,2/3,1/3,1,0,1,1
6932,HASH,n0,1/16,4/25,4,0,4,4
6939,HC_NONINT,n0,3/8,1/3,2,0,2,2
6946,HASH,n0,1/10,3/10,3,0,3,3
6953,HC_NONINT,n3,147/1000,1/10,2,0,2,2
6960,HASH,n0,1/5,1/3,3,0,3,3
6974,HASH,n0,1/3,1/4,2,0,2,2
6974,HASH,n1,1/3,1/4,2,0,2,2
6981,HC_NONINT,n1,2/3,1/5,2,0,2,2
6983,HC_INT,n0,1/8,1/8,1,0,1,1
6983,HC_INT,n1,1/8,1/8,1,0,1,1
6988,HASH,n0,147/1000,5/8,6,0,6,6
6995,HC_NONINT,n0,1/10,4/25,3,0,3,3
6996,HC_SHIFT_UNDER_HASH,n1,2/5,3/8,2,0,2,2
6999,HC_DEEP,n0,1/2,1/5,2,0,2,2
7002,HASH,n0,1/100,1/2,50,0,50,50
7009,HC_NONINT,n0,147/1000,1/16,2,0,2,2
7013,HC_DEEP,n3,1/100,1,100,0,100,100
7016,HASH,n0,1/2,1/5,2,0,2,2
7023,HC_NONINT,n0,3/10,147/1000,2,0,2,2
7030,HASH,n0,1/100,147/1000,16,0,16,16
7039,HC_INT,n0,1/2,1/4,1,0,1,1
7044,HASH,n0,3/10,1/10,1,0,1,1
7051,HC_NONINT,n1,2/3,1/4,2,0,2,2
7051,HC_NONINT,n2,1/4,2/3,4,0,4,4
7058,HASH,n0,3/8,5/8,3,0,3,3
7058,HASH,n1,3/8,5/8,3,0,3,3
7058,HASH,n2,3/8,3/10,2,0,2,2
7065,HC_NONINT,n0,1/2,1/5,2,0,2,2
7067,HC_INT,n0,1/2,1/16,1,0,1,1
7072,HASH,n0,2/5,1,3,0,3,3
7079,HC_NONINT,n0,1/2,5/8,2,0,2,2
7086,HASH,n0,1/10,3/10,3,0,3,3
7093,HC_NONINT,n0,1/10,1/4,3,0,3,3
7095,HC_INT,n0,2/5,2/5,1,0,1,1
7100,HASH,n0,1/10,1/10,1,0,1,1
7100,HASH,n1,1/10,1/10,1,0,1,1
7107,HC_NONINT,n0,3/10,2/3,4,0,4,4
7114,HASH,n0,2/5,3/10,2,0,2,2
7121,HC_NONINT,n0,1/10,2/3,8,0,8,8
7128,HASH,n0,2/5,1/100,1,0,1,1
7128,HASH,n1,2/3,1/100,2,0,2,2
7128,HASH,n2,2/5,2/3,3,0,3,3
7135,HC_NONINT,n0,1/16,1/4,4,0,4,4
7137,HC_INT,n0,1/5,1/100,1,0,1,1
7142,HASH,n0,3/10,1,4,0,4,4
7149,HC_NONINT,n2,147/1000,1/3,4,0,4,4
7156,HASH,n0,5/8,3/10,2,0,2,2
7163,HC_NONINT,n0,1/3,1/3,1,0,1,1
7163,HC_NONINT,n1,1/100,1/3,34,0,34,34
7164,HC_SHIFT_UNDER_HASH,n1,1/2,1,2,0,2,2
7170,HASH,n0,3/8,1/2,2,0,2,2
7177,HC_NONINT,n0,3/8,2/5,2,0,2,2
7178,HC_SHIFT_UNDER_HASH,n0,1/10,3/10,3,0,3,3
7179,HC_INT,n1,3/10,1/100,1,0,1,1
7181,HC_DEEP,n0,5/8,3/8,2,0,2,2
7184,HASH,n0,1/8,1/4,2,0,2,2
7191,HC_NONINT,n0,1/4,147/1000,2,0,2,2
7193,HC_INT,n0,1/10,1/100,1,0,1,1
7198,HASH,n0,1/10,1/10,1,0,1,1
7198,HASH,n1,1/10,1/10,1,0,1,1
7205,HC_NONINT,n2,1/4,1/2,2,0,2,2
7212,HASH,n0,1/3,3/10,2,0,2,2
7226,HASH,n0,1/2,1/4,1,0,1,1
7233,HC_NONINT,n3,147/1000,1/16,2,0,2,2
7234,HC_SHIFT_UNDER_HASH,n0,1/2,2/3,2,0,2,2
7235,HC_INT,n0,1/10,1/4,3,0,3,3
7235,HC_INT,n1,1/10,1/100,1,0,1,1
7240,HASH,n0,3/10,147/1000,2,0,2,2
7240,HASH,n1,4/25,147/1000,2,0,2,2
7240,HASH,n3,4/25,147/1000,2,0,2,2
7247,HC_NONINT,n0,1/8,1/4,2,0,2,2
7254,HASH,n0,5/8,1,3,0,3,3
7254,HASH,n1,1,5/8,2,0,2,2
7254,HASH,n2,1,5/8,2,0,2,2
7261,HC_NONINT,n0,1/3,1/10,2,0,2,2
7268,HASH,n0,1/8,1/2,4,0,4,4
7275,HC_NONINT,n3,1/3,1/8,2,0,2,2
7276,HC_SHIFT_UNDER_HASH,n2,147/1000,1/10,2,0,2,2
7282,HASH,n0,3/10,1/100,1,0,1,1
7296,HASH,n0,1/4,5/8,3,0,3,3
7310,HASH,n0,1,1/100,1,0,1,1
7317,HC_NONINT,n0,1/100,5/8,63,0,63,63
7319,HC_INT,n1,1/2,1/2,1,0,1,1
7324,HASH,n0,2/3,1/2,2,0,2,2
7324,HASH,n1,1/2,2/3,2,0,2,2
7324,HASH,n3,2/3,1/2,2,0,2,2
7331,HC_NONINT,n0,1/100,1/10,10,0,10,10
7332,HC_SHIFT_UNDER_HASH,n0,1/4,2/5,3,0,3,3
7333,HC_INT,n0,1,1,1,0,1,1
7338,HASH,n0,147/1000,5/8,6,0,6,6
7338,HASH,n1,147/1000,5/8,6,0,6,6
7345,HC_NONINT,n0,147/1000,1/3,4,0,4,4
7347,HC_INT,n0,5/8,5/8,1,0,1,1
7347,HC_INT,n2,5/8,5/8,1,0,1,1
7352,HASH,n0,1/2,1/100,1,0,1,1
7359,HC_NONINT,n0,1,3/10,2,0,2,2
7360,HC_SHIFT_UNDER_HASH,n0,1/100,3/10,30,0,30,30
7361,HC_INT,n0,1/10,1/100,1,0,1,1
7361,HC_INT,n3,1/10,3/8,5,0,5,5
7361,HC_INT,n4,1/10,1/100,1,0,1,1
7366,HASH,n0,2/5,1/4,2,0,2,2
7373,HC_NONINT,n1,5/8,147/1000,2,0,2,2
7380,HASH,n0,1/4,5/8,3,0,3,3
7380,HASH,n1,1/4,1/16,1,0,1,1
7387,HC_NONINT,n0,1/10,147/1000,3,0,3,3
7388,HC_SHIFT_UNDER_HASH,n0,4/25,1,7,0,7,7
7389,HC_INT,n1,1/3,1/3,1,0,1,1
7391,HC_DEEP,n0,1/10,5/8,7,0,7,7
7394,HASH,n0,1/100,1/8,13,0,13,13
7394,HASH,n4,1/8,1/100,2,0,2,2
7408,HASH,n0,3/8,1/100,2,0,2,2
7408,HASH,n3,3/8,1/100,2,0,2,2
7415,HC_NONINT,n3,1/100,5/8,63,0,63,63
7416,HC_SHIFT_UNDER_HASH,n0,1/16,3/10,6,0,6,6
7417,HC_INT,n0,1/4,1/100,1,0,1,1
7422,HASH,n0,1,1/2,1,0,1,1
7429,HC_NONINT,n0,2/3,1/5,2,0,2,2
7431,HC_INT,n0,4/25,4/25,1,0,1,1
7436,HASH,n0,3/10,5/8,3,0,3,3
7436,HASH,n1,3/10,5/8,3,0,3,3
7443,HC_NONINT,n0,1/4,1/2,2,0,2,2
7450,HASH,n0,2/5,1/2,2,0,2,2
7457,HC_NONINT,n0,5/8,1,3,0,3,3
7458,HC_SHIFT_UNDER_HASH,n0,5/8,1/2,2,0,2,2
7459,HC_INT,n0,3/10,1/10,1,0,1,1
7459,HC_INT,n3,1/10,1/100,1,0,1,1
7464,HASH,n0,1/5,1/2,3,0,3,3
7475,HC_DEEP,n0,1/2,2/5,2,0,2,2
7478,HASH,n0,2/3,5/8,2,0,2,2
7478,HASH,n1,2/3,5/8,2,0,2,2
7485,HC_NONINT,n0,1/4,4/25,2,0,2,2
7489,HC_DEEP,n0,2/5,3/8,2,0,2,2
7489,HC_DEEP,n4,2/5,2/5,1,0,1,1
7492,HASH,n0,1/2,1/10,1,0,1,1
7503,HC_DEEP,n0,1/100,1/100,1,0,1,1
7506,HASH,n0,1/16,1/5,4,0,4,4
7513,HC_NONINT,n0,1/4,1,4,0,4,4
7515,HC_INT,n2,1/4,1/4,1,0,1,1
7520,HASH,n0,1/3,1/4,2,0,2,2
7529,HC_INT,n0,1/2,5/8,2,0,2,2
7534,HASH,n0,1/3,1,3,0,3,3
7534,HASH,n1,1/3,1,3,0,3,3
7541,HC_NONINT,n0,2/5,4/25,2,0,2,2
7543,HC_INT,n1,1/5,1/5,1,0,1,1
7545,HC_DEEP,n0,1/5,2/3,4,0,4,4
7548,HASH,n0,1/3,1/2,2,0,2,2
7548,HASH,n1,1/3,147/1000,2,0,2,2
7548,HASH,n2,1/3,147/1000,2,0,2,2
7555,HC_NONINT,n0,2/3,5/8,2,0,2,2
7555,HC_NONINT,n2,5/8,2/3,2,0,2,2
7557,HC_INT,n0,1,1/16,1,0,1,1
7562,HASH,n0,1,1/2,1,0,1,1
7571,HC_INT,n0,1/8,1/16,1,0,1,1
7571,HC_INT,n1,1/4,1/16,1,0,1,1
7576,HASH,n0,4/25,3/8,4,0,4,4
7583,HC_NONINT,n0,5/8,147/1000,2,0,2,2
7590,HASH,n0,3/10,1/8,2,0,2,2
7597,HC_NONINT,n0,1/5,1/4,2,0,2,2
7599,HC_INT,n0,1/100,3/10,30,0,30,30
7604,HASH,n0,1/16,1/16,1,0,1,1
7611,HC_NONINT,n0,1/2,1,2,0,2,2
7613,HC_INT,n0,3/8,1/8,1,0,1,1
7618,HASH,n0,1/2,2/3,2,0,2,2
7632,HASH,n0,3/8,2/3,3,0,3,3
7632,HASH,n1,2/3,1/8,2,0,2,2
7632,HASH,n3,2/3,1/8,2,0,2,2
7639,HC_NONINT,n1,4/25,1/4,3,0,3,3
7646,HASH,n0,1/10,2/5,4,0,4,4
7655,HC_INT,n3,1,1,1,0,1,1
7660,HASH,n0,147/1000,4/25,3,0,3,3
7667,HC_NONINT,n1,1/4,1/3,2,0,2,2
7669,HC_INT,n1,1/2,1/5,2,0,2,2
7674,HASH,n0,1/2,3/10,2,0,2,2
7681,HC_NONINT,n0,5/8,147/1000,2,0,2,2
7688,HASH,n0,1/8,1/2,4,0,4,4
7688,HASH,n1,1/8,1/2,4,0,4,4
7695,HC_NONINT,n0,1/8,1/4,2,0,2,2
7696,HC_SHIFT_UNDER_HASH,n0,3/10,1/8,2,0,2,2
7702,HASH,n0,1/4,4/25,2,0,2,2
7702,HASH,n1,1/4,4/25,2,0,2,2
7710,HC_SHIFT_UNDER_HASH,n0,2/3,4/25,2,0,2,2
7716,HASH,n0,1/4,1,4,0,4,4
7723,HC_NONINT,n0,1/2,1/16,1,0,1,1
7725,HC_INT,n0,1/5,1/5,1,0,1,1
7730,HASH,n0,4/25,1/16,2,0,2,2
7730,HASH,n1,4/25,1/16,2,0,2,2
7737,HC_NONINT,n1,1/2,2/3,2,0,2,2
7744,HASH,n0,1/10,3/8,5,0,5,5
7758,HASH,n0,1/3,147/1000,2,0,2,2
7765,HC_NONINT,n1,3/10,2/5,2,0,2,2
7767,HC_INT,n0,1/8,1/8,1,0,1,1
7769,HC_DEEP,n0,2/5,1/10,1,0,1,1
7769,HC_DEEP,n3,1/10,2/3,8,0,8,8
7772,HASH,n0,147/1000,3/10,4,0,4,4
7779,HC_NONINT,n0,4/25,5/8,5,0,5,5
7786,HASH,n0,5/8,4/25,2,0,2,2
7786,HASH,n2,147/1000,4/25,3,0,3,3
7793,HC_NONINT,n2,1/8,3/10,4,0,4,4
7794,HC_SHIFT_UNDER_HASH,n2,1/4,1/3,2,0,2,2
7797,HC_DEEP,n2,1/2,1/5,2,0,2,2
7800,HASH,n0,2/3,1/3,1,0,1,1
7800,HASH,n1,2/3,1/3,1,0,1,1
7808,HC_SHIFT_UNDER_HASH,n0,5/8,1/5,2,0,2,2
7814,HASH,n0,3/8,1/3,2,0,2,2
7821,HC_NONINT,n0,1/100,1/10,10,0,10,10
7822,HC_SHIFT_UNDER_HASH,n0,1/5,1/10,1,0,1,1
7828,HASH,n0,1/5,1/2,3,0,3,3
7835,HC_NONINT,n0,5/8,1/10,2,0,2,2
7842,HASH,n0,1/16,5/8,10,0,10,10
7849,HC_NONINT,n0,1/2,5/8,2,0,2,2
7856,HASH,n0,2/3,3/8,2,0,2,2
7865,HC_INT,n3,2/5,1/5,1,0,1,1
7867,HC_DEEP,n2,147/1000,1/100,2,0,2,2
7870,HASH,n0,1/3,4/25,2,0,2,2
7877,HC_NONINT,n0,1/5,147/1000,2,0,2,2
7877,HC_NONINT,n1,1/5,147/1000,2,0,2,2
7879,HC_INT,n5,5/8,1/16,1,0,1,1
7884,HASH,n0,4/25,1/8,2,0,2,2
7884,HASH,n1,1/8,4/25,3,0,3,3
7898,HASH,n0,1/8,1/8,1,0,1,1
7898,HASH,n1,1/10,1/8,2,0,2,2
7898,HASH,n2,1/8,1/8,1,0,1,1
7905,HC_NONINT,n0,1/2,1,2,0,2,2
7907,HC_INT,n0,3/10,1/4,2,0,2,2
7907,HC_INT,n1,1/4,3/10,2,0,2,2
7912,HASH,n0,4/25,2/3,5,0,5,5
7912,HASH,n1,1/4,2/3,4,0,4,4
7919,HC_NONINT,n0,1/3,1/4,2,0,2,2
7926,HASH,n0,1/5,1/4,2,0,2,2
7933,HC_NONINT,n0,147/1000,5/8,6,0,6,6
7940,HASH,n0,1/3,1/5,2,0,2,2
7940,HASH,n1,2/3,1/5,2,0,2,2
7947,HC_NONINT,n2,3/10,3/8,2,0,2,2
7949,HC_INT,n0,5/8,1/8,1,0,1,1
7954,HASH,n0,1/10,1/5,2,0,2,2
7961,HC_NONINT,n0,3/10,1/3,2,0,2,2
7961,HC_NONINT,n1,1/4,1/3,2,0,2,2
7963,HC_INT,n0,1,1/4,1,0,1,1
7965,HC_DEEP,n0,1/16,2/5,8,0,8,8
7968,HASH,n0,1/2,1/5,2,0,2,2
7979,HC_DEEP,n0,147/1000,1/3,4,0,4,4
7979,HC_DEEP,n1,147/1000,1/3,4,0,4,4
7982,HASH,n0,147/1000,5/8,6,0,6,6
7996,HASH,n0,1/4,1/100,1,0,1,1
8003,HC_NONINT,n1,3/8,1/4,2,0,2,2
8004,HC_SHIFT_UNDER_HASH,n0,1/16,1/100,2,0,2,2
8010,HASH,n0,147/1000,1/100,2,0,2,2
8010,HASH,n1,1/100,147/1000,16,0,16,16
8019,HC_INT,n0,1/10,1/10,1,0,1,1
8024,HASH,n0,4/25,1/2,4,0,4,4
8031,HC_NONINT,n1,1/8,2/3,6,0,6,6
8038,HASH,n0,1/5,1/2,3,0,3,3
8045,HC_NONINT,n0,2/3,1/16,2,0,2,2
8046,HC_SHIFT_UNDER_HASH,n0,1/4,1/5,2,0,2,2
8049,HC_DEEP,n0,1/3,2/5,2,0,2,2
8052,HASH,n0,1/4,1/100,1,0,1,1
8061,HC_INT,n3,2/3,147/1000,2,0,2,2
8066,HASH,n0,1/8,1/8,1,0,1,1
8066,HASH,n2,1/8,1/5,3,0,3,3
8073,HC_NONINT,n0,1/3,3/8,2,0,2,2
8080,HASH,n0,3/8,1/16,1,0,1,1
8089,HC_INT,n0,2/5,1/100,1,0,1,1
8094,HASH,n0,4/25,1,7,0,7,7
8103,HC_INT,n0,1/8,1,8,0,8,8
8103,HC_INT,n2,1,1/8,1,0,1,1
8108,HASH,n0,1/2,1/2,1,0,1,1
8115,HC_NONINT,n0,1,147/1000,2,0,2,2
8117,HC_INT,n0,1,1,1,0,1,1
8119,HC_DEEP,n0,3/10,1/10,1,0,1,1
8122,HASH,n0,1/8,147/1000,3,0,3,3
8129,HC_NONINT,n0,147/1000,2/3,6,0,6,6
8136,HASH,n0,4/25,147/1000,2,0,2,2
8143,HC_NONINT,n0,1,1/10,1,0,1,1
8145,HC_INT,n0,1/5,1/10,1,0,1,1
8147,HC_DEEP,n0,3/8,1/2,2,0,2,2
8150,HASH,n0,147/1000,1/16,2,0,2,2
8164,HASH,n0,3/10,1/3,2,0,2,2
8164,HASH,n1,1/3,1/10,2,0,2,2
8175,HC_DEEP,n0,4/25,1/3,3,0,3,3
8178,HASH,n0,1/100,1/100,1,0,1,1
8178,HASH,n1,1/100,1/100,1,0,1,1
8178,HASH,n3,1/100,1/100,1,0,1,1
8178,HASH,n4,1/100,1/100,1,0,1,1
8186,HC_SHIFT_UNDER_HASH,n1,1/2,3/10,2,0,2,2
8187,HC_INT,n2,3/8,1/8,1,0,1,1
8192,HASH,n0,147/1000,2/3,6,0,6,6
8192,HASH,n1,2/3,147/1000,2,0,2,2
8199,HC_NONINT,n1,3/10,2/3,4,0,4,4
8206,HASH,n0,2/3,147/1000,2,0,2,2
8206,HASH,n1,147/1000,2/3,6,0,6,6
8220,HASH,n0,1/4,4/25,2,0,2,2
8220,HASH,n2,1/4,4/25,2,0,2,2
8227,HC_NONINT,n0,1/100,2/3,68,0,68,68
8229,HC_INT,n1,1/10,1/10,1,0,1,1
8229,HC_INT,n2,1/3,1/10,2,0,2,2
8234,HASH,n0,1/16,1/100,2,0,2,2
8248,HASH,n0,1/3,1/8,2,0,2,2
8248,HASH,n1,1/8,1/3,4,0,4,4
8255,HC_NONINT,n1,147/1000,1/5,3,0,3,3
8257,HC_INT,n0,147/1000,147/1000,1,0,1,1
8262,HASH,n0,3/8,1/3,2,0,2,2
8271,HC_INT,n0,1/2,1/100,1,0,1,1
8276,HASH,n0,4/25,1/100,1,0,1,1
8276,HASH,n1,1/100,4/25,16,0,16,16
8283,HC_NONINT,n0,1,1/8,1,0,1,1
8283,HC_NONINT,n1,147/1000,1,8,0,8,8
8290,HASH,n0,2/5,1/10,1,0,1,1
8290,HASH,n1,1/10,2/5,4,0,4,4
8298,HC_SHIFT_UNDER_HASH,n0,4/25,5/8,5,0,5,5
8299,HC_INT,n0,1/2,1/3,2,0,2,2
8299,HC_INT,n2,1/2,1/5,2,0,2,2
8304,HASH,n0,2/5,3/8,2,0,2,2
8313,HC_INT,n1,1/5,1/10,1,0,1,1
8318,HASH,n0,5/8,2/5,2,0,2,2
8325,HC_NONINT,n0,1/10,1/3,4,0,4,4
8325,HC_NONINT,n1,1/3,1/2,2,0,2,2
8326,HC_SHIFT_UNDER_HASH,n0,3/8,1/4,2,0,2,2
8327,HC_INT,n0,3/10,1/10,1,0,1,1
8332,HASH,n0,1/3,1/10,2,0,2,2
8340,HC_SHIFT_UNDER_HASH,n2,1,5/8,2,0,2,2
8346,HASH,n0,2/5,2/5,1,0,1,1
8346,HASH,n1,2/5,2/5,1,0,1,1
8353,HC_NONINT,n2,3/8,1/2,2,0,2,2
8355,HC_INT,n2,1,1/4,1,0,1,1
8360,HASH,n0,5/8,147/1000,2,0,2,2
8360,HASH,n1,147/1000,1,8,0,8,8
8360,HASH,n2,147/1000,5/8,6,0,6,6
8367,HC_NONINT,n0,1/16,1/5,4,0,4,4
8369,HC_INT,n0,1,1/3,1,0,1,1
8374,HASH,n0,147/1000,1/16,2,0,2,2
8381,HC_NONINT,n0,3/10,3/8,2,0,2,2
8382,HC_SHIFT_UNDER_HASH,n1,5/8,2/5,2,0,2,2
8383,HC_INT,n2,2/5,2/5,1,0,1,1
8388,HASH,n0,1/3,3/8,2,0,2,2
8402,HASH,n0,1/10,1/100,1,0,1,1
8402,HASH,n2,1/10,1/100,1,0,1,1
8416,HASH,n0,3/8,4/25,2,0,2,2
8423,HC_NONINT,n0,147/1000,2/3,6,0,6,6
8424,HC_SHIFT_UNDER_HASH,n0,1/4,1/10,2,0,2,2
