plan,stratum,hard_classes,depth,node,kind,delta,engine_tail,oracle_c1,oracle_c2,replica_tail,step_c1,step_c2,agree_c1,agree_c2,agree_step_c1,agree_step_c2,local_a,local_b,h10b_eligible,divergence_a,divergence_b,predicted_form
9576,PASS,"HC_DEEP,HC_SINGLE",4,n0,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9576,PASS,"HC_DEEP,HC_SINGLE",4,n1,PASS,1/10,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
9576,PASS,"HC_DEEP,HC_SINGLE",4,n2,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9576,PASS,"HC_DEEP,HC_SINGLE",4,n3,PASS,1/10,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,
9577,SHIFT,HC_DEEP,5,n0,SHIFT,2/3,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
9577,SHIFT,HC_DEEP,5,n1,SHIFT,2/5,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
9577,SHIFT,HC_DEEP,5,n2,SHIFT,2/3,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
9577,SHIFT,HC_DEEP,5,n3,SHIFT,2/5,10,10,12,10,10,11,1,0,1,0,10,10,0,0,0,
9577,SHIFT,HC_DEEP,5,n4,SHIFT,2/3,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
9578,HASH,"HC_DEEP,HC_NONINT",4,n0,HASH,2/7,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
9578,HASH,"HC_DEEP,HC_NONINT",4,n1,HASH,2/7,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
9578,HASH,"HC_DEEP,HC_NONINT",4,n2,HASH,2/9,4,4,6,4,4,6,1,0,1,1,4,4,0,0,0,
9578,HASH,"HC_DEEP,HC_NONINT",4,n3,HASH,1/6,6,6,7,6,6,7,1,0,1,1,6,6,0,0,0,
9579,ADD,,2,n0,ADD,1/100,12,12,12,12,12,12,1,1,1,1,0,12,0,12,0,
9579,ADD,,2,n1,ADD,1/100,12,12,12,12,12,12,1,1,1,1,0,12,0,12,0,
9580,SUB,HC_DEEP,4,n0,SUB,2/5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9580,SUB,HC_DEEP,4,n1,SUB,6/5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9580,SUB,HC_DEEP,4,n2,SUB,8/25,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9580,SUB,HC_DEEP,4,n3,SUB,2/5,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,
9581,THETA,,2,n0,THETA,2,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9581,THETA,,2,n1,THETA,7/6,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9582,NTHETA,,2,n0,NTHETA,3/2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9582,NTHETA,,2,n1,NTHETA,5/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9583,AGSE,,2,n0,AGSE,3/8,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9583,AGSE,,2,n1,AGSE,9/16,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
9584,REDUCE,HC_DEEP,4,n0,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9584,REDUCE,HC_DEEP,4,n1,REDUCE,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9584,REDUCE,HC_DEEP,4,n2,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9584,REDUCE,HC_DEEP,4,n3,REDUCE,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9585,HC_NONINT,"HC_DEEP,HC_INT,HC_NONINT",6,n0,SUB,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9585,HC_NONINT,"HC_DEEP,HC_INT,HC_NONINT",6,n1,SUB,3/200,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9585,HC_NONINT,"HC_DEEP,HC_INT,HC_NONINT",6,n2,AGSE,3/800,9,5,10,9,5,9,0,0,1,0,0,5,0,5,0,
9585,HC_NONINT,"HC_DEEP,HC_INT,HC_NONINT",6,n3,HASH,1/2,4,1,2,4,1,1,0,0,1,0,0,1,0,1,0,
9585,HC_NONINT,"HC_DEEP,HC_INT,HC_NONINT",6,n4,HASH,3/500,3,2,3,3,2,3,0,1,1,1,0,1,0,2,1,
9585,HC_NONINT,"HC_DEEP,HC_INT,HC_NONINT",6,n5,SUB,3/100,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9586,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n0,PASS,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9586,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n1,SHIFT,1/5,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
9586,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n2,SHIFT,1/5,4,4,6,4,4,5,1,0,1,0,4,4,0,0,0,
9586,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n3,HASH,5/33,6,6,7,6,6,8,1,0,1,0,4,5,1,2,1,2
9587,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n0,HASH,1/20,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9587,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n1,SHIFT,1/16,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
9587,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n2,HASH,1/36,2,2,4,2,2,4,1,0,1,1,2,2,0,0,0,
9587,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n3,HASH,1/36,12,12,14,12,12,14,1,0,1,1,12,12,0,0,0,
9587,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n4,SHIFT,1/36,5,5,8,5,5,7,1,0,1,0,5,5,0,0,0,
9588,HC_SINGLE,HC_SINGLE,1,n0,SHIFT,1/4,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
9589,HC_DEEP,HC_DEEP,6,n0,SUB,5/2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9589,HC_DEEP,HC_DEEP,6,n1,SHIFT,5/2,2,1,2,2,1,1,0,1,1,0,1,1,0,0,0,
9589,HC_DEEP,HC_DEEP,6,n2,SUB,10,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
9589,HC_DEEP,HC_DEEP,6,n3,SHIFT,5/2,3,2,3,3,2,2,0,1,1,0,2,2,0,0,0,
9589,HC_DEEP,HC_DEEP,6,n4,PASS,5/2,3,2,4,3,2,3,0,0,1,0,2,2,0,0,0,
9589,HC_DEEP,HC_DEEP,6,n5,ADD,5/2,3,2,5,3,2,4,0,0,1,0,2,2,0,0,0,
9590,PASS,HC_SINGLE,2,n0,PASS,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9590,PASS,HC_SINGLE,2,n1,PASS,3/10,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
9591,SHIFT,"HC_DEEP,HC_SINGLE",4,n0,SHIFT,1/4,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
9591,SHIFT,"HC_DEEP,HC_SINGLE",4,n1,SHIFT,1/4,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
9591,SHIFT,"HC_DEEP,HC_SINGLE",4,n2,SHIFT,1/4,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
9591,SHIFT,"HC_DEEP,HC_SINGLE",4,n3,SHIFT,1/4,8,8,10,8,8,9,1,0,1,0,8,8,0,0,0,
9592,HASH,"HC_DEEP,HC_NONINT",4,n0,HASH,1/8,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
9592,HASH,"HC_DEEP,HC_NONINT",4,n1,HASH,1/11,5,4,5,5,5,5,0,1,0,1,3,4,0,1,0,
9592,HASH,"HC_DEEP,HC_NONINT",4,n2,HASH,1/16,8,6,8,8,6,8,0,1,1,1,6,6,0,0,0,
9592,HASH,"HC_DEEP,HC_NONINT",4,n3,HASH,1/8,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
9593,ADD,,3,n0,ADD,1/8,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
9593,ADD,,3,n1,ADD,1/8,4,4,5,4,4,4,1,0,1,0,3,4,0,1,0,
9593,ADD,,3,n2,ADD,1/8,4,4,6,4,4,5,1,0,1,0,4,4,0,0,0,
9594,SUB,HC_DEEP,4,n0,SUB,1/2,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9594,SUB,HC_DEEP,4,n1,SUB,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,
9594,SUB,HC_DEEP,4,n2,SUB,1/2,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9594,SUB,HC_DEEP,4,n3,SUB,3/2,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9595,THETA,HC_DEEP,6,n0,THETA,4/3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9595,THETA,HC_DEEP,6,n1,THETA,32/15,2,2,2,2,2,2,1,1,1,1,1,2,0,1,0,
9595,THETA,HC_DEEP,6,n2,THETA,32/15,2,2,2,2,2,2,1,1,1,1,1,2,0,1,0,
9595,THETA,HC_DEEP,6,n3,THETA,1/5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9595,THETA,HC_DEEP,6,n4,THETA,4/3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9595,THETA,HC_DEEP,6,n5,THETA,7/3,2,1,2,2,2,2,0,1,0,1,1,2,0,0,-1,
9596,NTHETA,HC_DEEP,4,n0,NTHETA,7/20,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9596,NTHETA,HC_DEEP,4,n1,NTHETA,1/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9596,NTHETA,HC_DEEP,4,n2,NTHETA,4/15,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9596,NTHETA,HC_DEEP,4,n3,NTHETA,21/40,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9597,AGSE,HC_DEEP,6,n0,AGSE,1/3,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9597,AGSE,HC_DEEP,6,n1,AGSE,2/9,3,3,5,3,3,5,1,0,1,1,2,3,0,1,0,
9597,AGSE,HC_DEEP,6,n2,AGSE,1/6,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
9597,AGSE,HC_DEEP,6,n3,AGSE,4/27,7,7,10,7,7,10,1,0,1,1,5,7,0,2,0,
9597,AGSE,HC_DEEP,6,n4,AGSE,1/3,1,1,3,1,1,2,1,0,1,0,1,1,0,0,0,
9597,AGSE,HC_DEEP,6,n5,AGSE,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9598,REDUCE,HC_DEEP,4,n0,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9598,REDUCE,HC_DEEP,4,n1,REDUCE,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9598,REDUCE,HC_DEEP,4,n2,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9598,REDUCE,HC_DEEP,4,n3,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9599,HC_NONINT,"HC_DEEP,HC_NONINT",5,n0,PASS,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9599,HC_NONINT,"HC_DEEP,HC_NONINT",5,n1,HASH,5/508,63,63,64,63,63,63,1,0,1,0,0,63,0,63,0,
9599,HC_NONINT,"HC_DEEP,HC_NONINT",5,n2,HASH,5/508,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
9599,HC_NONINT,"HC_DEEP,HC_NONINT",5,n3,HASH,5/1008,128,127,129,128,128,129,0,0,0,1,126,127,0,1,0,
9599,HC_NONINT,"HC_DEEP,HC_NONINT",5,n4,SHIFT,1/100,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
9600,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n0,AGSE,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9600,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n1,SUB,3/20,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9600,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n2,SHIFT,1/10,3,3,5,3,3,4,1,0,1,0,3,3,0,0,0,
9600,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n3,HASH,3/50,5,5,9,5,5,9,1,0,1,1,5,5,0,0,0,
9600,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n4,AGSE,9/80,3,2,3,3,2,3,0,1,1,1,0,2,0,2,0,
9601,HC_INT,HC_INT,3,n0,PASS,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9601,HC_INT,HC_INT,3,n1,HASH,2/25,1,1,4,1,1,3,1,0,1,0,0,1,0,1,0,
9601,HC_INT,HC_INT,3,n2,SUB,32/75,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9602,HC_SINGLE,HC_SINGLE,3,n0,REDUCE,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9602,HC_SINGLE,HC_SINGLE,3,n1,REDUCE,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9602,HC_SINGLE,HC_SINGLE,3,n2,SHIFT,1/2,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
9603,HC_DEEP,HC_DEEP,4,n0,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9603,HC_DEEP,HC_DEEP,4,n1,NTHETA,12/25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9603,HC_DEEP,HC_DEEP,4,n2,SUB,3/20,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9603,HC_DEEP,HC_DEEP,4,n3,NTHETA,3/10,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,
9604,PASS,HC_DEEP,4,n0,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9604,PASS,HC_DEEP,4,n1,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9604,PASS,HC_DEEP,4,n2,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9604,PASS,HC_DEEP,4,n3,PASS,1/10,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
9605,SHIFT,,2,n0,SHIFT,1/4,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
9605,SHIFT,,2,n1,SHIFT,1,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
9606,HASH,"HC_DEEP,HC_NONINT",5,n0,HASH,2/203,68,68,68,68,68,68,1,1,1,1,0,67,0,68,1,
9606,HASH,"HC_DEEP,HC_NONINT",5,n1,HASH,1/103,70,70,70,70,70,70,1,1,1,1,70,70,0,0,0,
9606,HASH,"HC_DEEP,HC_NONINT",5,n2,HASH,2/209,74,73,73,74,74,74,0,0,0,0,72,73,0,1,0,
9606,HASH,"HC_DEEP,HC_NONINT",5,n3,HASH,2/403,135,135,135,135,135,135,1,1,1,1,135,135,0,0,0,
9606,HASH,"HC_DEEP,HC_NONINT",5,n4,HASH,1/206,148,146,146,148,146,146,0,0,1,1,144,145,0,2,1,
9607,ADD,HC_DEEP,4,n0,ADD,1/100,66,66,66,66,66,66,1,1,1,1,0,66,0,66,0,
9607,ADD,HC_DEEP,4,n1,ADD,1/100,66,66,67,66,66,66,1,0,1,0,66,66,0,0,0,
9607,ADD,HC_DEEP,4,n2,ADD,1/100,66,66,68,66,66,67,1,0,1,0,66,66,0,0,0,
9607,ADD,HC_DEEP,4,n3,ADD,1/100,66,66,68,66,66,67,1,0,1,0,66,66,0,0,0,
9608,SUB,HC_DEEP,5,n0,SUB,35/24,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9608,SUB,HC_DEEP,5,n1,SUB,1/4,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9608,SUB,HC_DEEP,5,n2,SUB,3/4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
9608,SUB,HC_DEEP,5,n3,SUB,5/8,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9608,SUB,HC_DEEP,5,n4,SUB,5/2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9609,THETA,,1,n0,THETA,3/5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9610,NTHETA,,2,n0,NTHETA,7/8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9610,NTHETA,,2,n1,NTHETA,2/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9611,AGSE,HC_DEEP,6,n0,AGSE,1/2,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9611,AGSE,HC_DEEP,6,n1,AGSE,3/4,2,2,3,2,2,2,1,0,1,0,1,2,0,1,0,
9611,AGSE,HC_DEEP,6,n2,AGSE,4/25,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
9611,AGSE,HC_DEEP,6,n3,AGSE,4/25,3,3,5,3,3,4,1,0,1,0,3,3,0,0,0,
9611,AGSE,HC_DEEP,6,n4,AGSE,3/4,2,2,4,2,2,3,1,0,1,0,2,2,0,0,0,
9611,AGSE,HC_DEEP,6,n5,AGSE,1/3,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9612,REDUCE,,3,n0,REDUCE,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9612,REDUCE,,3,n1,REDUCE,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9612,REDUCE,,3,n2,REDUCE,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9613,HC_NONINT,"HC_DEEP,HC_NONINT",6,n0,SHIFT,147/1000,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
9613,HC_NONINT,"HC_DEEP,HC_NONINT",6,n1,HASH,147/1147,8,8,8,8,8,8,1,1,1,1,0,7,0,8,1,
9613,HC_NONINT,"HC_DEEP,HC_NONINT",6,n2,SUB,441/2000,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9613,HC_NONINT,"HC_DEEP,HC_NONINT",6,n3,SHIFT,1,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
9613,HC_NONINT,"HC_DEEP,HC_NONINT",6,n4,SUB,3/2,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9613,HC_NONINT,"HC_DEEP,HC_NONINT",6,n5,SUB,147/1000,5,5,7,5,5,6,1,0,1,0,5,5,0,0,0,
9614,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n0,SHIFT,1/2,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
9614,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n1,SUB,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9614,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n2,HASH,3/7,13,6,7,13,6,6,0,0,1,0,3,6,0,3,0,
9614,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n3,PASS,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9615,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n0,HASH,1/3,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9615,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n1,SUB,4/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9615,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n2,HASH,1/3,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
9615,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n3,SUB,5/6,1,1,1,1,1,2,1,1,1,0,1,1,0,0,0,
9615,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n4,AGSE,1/9,10,10,14,10,10,13,1,0,1,0,6,10,0,4,0,
9616,HC_SINGLE,HC_SINGLE,2,n0,SHIFT,1,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
9616,HC_SINGLE,HC_SINGLE,2,n1,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9617,HC_DEEP,HC_DEEP,5,n0,ADD,1/16,9,9,10,9,9,9,1,0,1,0,0,9,0,9,0,
9617,HC_DEEP,HC_DEEP,5,n1,ADD,1/16,9,9,10,9,9,9,1,0,1,0,0,9,0,9,0,
9617,HC_DEEP,HC_DEEP,5,n2,SHIFT,5/8,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
9617,HC_DEEP,HC_DEEP,5,n3,THETA,5/6,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9617,HC_DEEP,HC_DEEP,5,n4,AGSE,5/32,5,5,6,5,5,5,1,0,1,0,0,5,0,5,0,
9618,PASS,"HC_DEEP,HC_SINGLE",5,n0,PASS,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9618,PASS,"HC_DEEP,HC_SINGLE",5,n1,PASS,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9618,PASS,"HC_DEEP,HC_SINGLE",5,n2,PASS,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9618,PASS,"HC_DEEP,HC_SINGLE",5,n3,PASS,3/10,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
9618,PASS,"HC_DEEP,HC_SINGLE",5,n4,PASS,3/10,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
9619,SHIFT,"HC_DEEP,HC_SINGLE",4,n0,SHIFT,1/2,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
9619,SHIFT,"HC_DEEP,HC_SINGLE",4,n1,SHIFT,1/2,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
9619,SHIFT,"HC_DEEP,HC_SINGLE",4,n2,SHIFT,1/2,9,9,11,9,9,10,1,0,1,0,9,9,0,0,0,
9619,SHIFT,"HC_DEEP,HC_SINGLE",4,n3,SHIFT,1/2,3,3,5,3,3,4,1,0,1,0,3,3,0,0,0,
9620,HASH,HC_NONINT,1,n0,HASH,2/21,2,2,2,2,2,2,1,1,1,1,0,1,1,2,1,2
9621,ADD,,2,n0,ADD,3/10,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9621,ADD,,2,n1,ADD,3/10,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9622,SUB,HC_DEEP,5,n0,SUB,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9622,SUB,HC_DEEP,5,n1,SUB,2/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9622,SUB,HC_DEEP,5,n2,SUB,8/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9622,SUB,HC_DEEP,5,n3,SUB,9/10,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9622,SUB,HC_DEEP,5,n4,SUB,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9623,THETA,,2,n0,THETA,2/5,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9623,THETA,,2,n1,THETA,3,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9624,NTHETA,,1,n0,NTHETA,10/9,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9625,AGSE,,3,n0,AGSE,4/15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9625,AGSE,,3,n1,AGSE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9625,AGSE,,3,n2,AGSE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9626,REDUCE,,2,n0,REDUCE,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9626,REDUCE,,2,n1,REDUCE,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9627,HC_NONINT,"HC_DEEP,HC_NONINT",4,n0,HASH,10/31,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
9627,HC_NONINT,"HC_DEEP,HC_NONINT",4,n1,PASS,10/31,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
9627,HC_NONINT,"HC_DEEP,HC_NONINT",4,n2,SHIFT,5/8,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
9627,HC_NONINT,"HC_DEEP,HC_NONINT",4,n3,PASS,10/31,2,2,3,2,2,2,1,0,1,0,2,2,1,0,0,2
9628,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n0,SUB,2/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9628,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n1,SHIFT,2/3,6,5,6,6,5,5,0,1,1,0,5,5,0,0,0,
9628,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n2,AGSE,2/3,7,6,8,7,6,7,0,0,1,0,5,6,0,1,0,
9628,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n3,SHIFT,1/3,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
9628,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n4,HASH,2/9,20,17,21,20,17,20,0,0,1,0,15,17,0,2,0,
9628,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n5,HASH,2/9,18,15,19,18,15,18,0,0,1,0,15,15,0,0,0,
9629,HC_INT,"HC_DEEP,HC_INT",5,n0,HASH,1/16,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9629,HC_INT,"HC_DEEP,HC_INT",5,n1,SUB,1/16,1,1,3,1,1,2,1,0,1,0,1,1,0,0,0,
9629,HC_INT,"HC_DEEP,HC_INT",5,n2,PASS,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9629,HC_INT,"HC_DEEP,HC_INT",5,n3,AGSE,1/12,1,1,2,1,1,2,1,0,1,1,1,1,0,0,0,
9629,HC_INT,"HC_DEEP,HC_INT",5,n4,AGSE,1/24,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
9630,HC_SINGLE,HC_SINGLE,1,n0,REDUCE,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
