plan,stratum,node,delta_a,delta_b,oracle,local_a,deficit,form
6526,HASH,n0,147/1000,1/16,2,0,2,2
6533,HC_NONINT,n0,1/10,4/25,3,0,3,3
6535,HC_INT,n0,1/2,1/10,1,0,1,1
6535,HC_INT,n4,1/10,1/2,5,0,5,5
6540,HASH,n0,1,1/4,1,0,1,1
6554,HASH,n0,147/1000,1/8,2,0,2,2
6554,HASH,n5,1/8,147/1000,3,0,3,3
6561,HC_NONINT,n0,3/8,2/5,2,0,2,2
6562,HC_SHIFT_UNDER_HASH,n1,1/3,1/3,1,0,1,1
6563,HC_INT,n0,1,2/5,2,0,2,2
6568,HASH,n0,1/3,1/4,2,0,2,2
6568,HASH,n4,1/3,1/4,2,0,2,2
6575,HC_NONINT,n1,1/2,1/3,2,0,2,2
6575,HC_NONINT,n2,1/2,1/3,2,0,2,2
6576,HC_SHIFT_UNDER_HASH,n0,1/3,1/3,1,0,1,1
6577,HC_INT,n1,1,1/3,1,0,1,1
6579,HC_DEEP,n1,3/10,1/3,2,0,2,2
6582,HASH,n0,1/8,1/5,3,0,3,3
6589,HC_NONINT,n0,1/4,1/5,2,0,2,2
6590,HC_SHIFT_UNDER_HASH,n0,147/1000,147/1000,1,0,1,1
6591,HC_INT,n0,1/8,1/16,1,0,1,1
6593,HC_DEEP,n1,1/5,1/10,1,0,1,1
6596,HASH,n0,1/10,1/16,2,0,2,2
6603,HC_NONINT,n0,1/5,5/8,4,0,4,4
6605,HC_INT,n0,1,1/8,1,0,1,1
6607,HC_DEEP,n0,1/2,3/10,2,0,2,2
6610,HASH,n0,1/4,1/16,1,0,1,1
6610,HASH,n2,1/16,1/4,4,0,4,4
6624,HASH,n0,4/25,1/8,2,0,2,2
6631,HC_NONINT,n0,1/100,2/5,40,0,40,40
6631,HC_NONINT,n3,2/5,1/100,1,0,1,1
6633,HC_INT,n0,3/8,1/16,1,0,1,1
6638,HASH,n0,1/8,3/8,3,0,3,3
6645,HC_NONINT,n0,1/3,147/1000,2,0,2,2
6652,HASH,n0,1/8,2/5,4,0,4,4
6659,HC_NONINT,n0,1/16,3/10,6,0,6,6
6666,HASH,n0,147/1000,1/10,2,0,2,2
6666,HASH,n1,1/10,1/10,1,0,1,1
6666,HASH,n2,1/10,1/10,1,0,1,1
6675,HC_INT,n2,1/2,1/8,1,0,1,1
6680,HASH,n0,4/25,2/5,3,0,3,3
6687,HC_NONINT,n1,1/2,1/3,2,0,2,2
6688,HC_SHIFT_UNDER_HASH,n3,1,5/8,2,0,2,2
6691,HC_DEEP,n1,2/3,1/100,2,0,2,2
6694,HASH,n0,1/100,1,100,0,100,100
6694,HASH,n1,1/100,1,100,0,100,100
6694,HASH,n3,1/100,1,100,0,100,100
6701,HC_NONINT,n0,1/5,1/8,2,0,2,2
6705,HC_DEEP,n0,2/3,1/100,2,0,2,2
6708,HASH,n0,2/5,1/8,2,0,2,2
6708,HASH,n1,2/5,1/8,2,0,2,2
6715,HC_NONINT,n1,1/100,1/4,25,0,25,25
6717,HC_INT,n1,3/8,1/8,1,0,1,1
6722,HASH,n0,1,1/10,1,0,1,1
6722,HASH,n1,1/10,1,10,0,10,10
6730,HC_SHIFT_UNDER_HASH,n0,1,1/5,1,0,1,1
6736,HASH,n0,1/100,1/8,13,0,13,13
6743,HC_NONINT,n0,1/100,1/10,10,0,10,10
6744,HC_SHIFT_UNDER_HASH,n1,2/3,1/2,2,0,2,2
6750,HASH,n0,2/5,4/25,2,0,2,2
6764,HASH,n0,1/16,1/16,1,0,1,1
6764,HASH,n1,1/16,1/16,1,0,1,1
6764,HASH,n2,1/16,1/16,1,0,1,1
6778,HASH,n0,1/16,1/4,4,0,4,4
6785,HC_NONINT,n1,1/2,147/1000,2,0,2,2
6792,HASH,n0,2/3,1/4,2,0,2,2
6792,HASH,n1,2/3,2/3,1,0,1,1
6792,HASH,n2,2/3,2/3,1,0,1,1
6800,HC_SHIFT_UNDER_HASH,n0,1/16,1/3,6,0,6,6
6801,HC_INT,n1,1/100,147/1000,16,0,16,16
6806,HASH,n0,1/10,5/8,7,0,7,7
6814,HC_SHIFT_UNDER_HASH,n0,1/5,4/25,2,0,2,2
6815,HC_INT,n0,1/2,1/100,1,0,1,1
6820,HASH,n0,147/1000,5/8,6,0,6,6
6820,HASH,n1,5/8,147/1000,2,0,2,2
6827,HC_NONINT,n0,3/10,2/3,4,0,4,4
6827,HC_NONINT,n1,2/3,3/10,2,0,2,2
6829,HC_INT,n2,1/4,1/100,1,0,1,1
6834,HASH,n0,147/1000,4/25,3,0,3,3
6834,HASH,n1,147/1000,4/25,3,0,3,3
6834,HASH,n3,4/25,147/1000,2,0,2,2
6841,HC_NONINT,n0,1/5,3/8,3,0,3,3
6842,HC_SHIFT_UNDER_HASH,n0,1/5,5/8,4,0,4,4
6845,HC_DEEP,n0,147/1000,1/10,2,0,2,2
6848,HASH,n0,3/8,2/5,2,0,2,2
6848,HASH,n4,2/5,1/8,2,0,2,2
6857,HC_INT,n0,1/5,1/10,1,0,1,1
6862,HASH,n0,1/100,1/5,20,0,20,20
6862,HASH,n1,1/16,1/5,4,0,4,4
6871,HC_INT,n2,1/5,2/5,2,0,2,2
6876,HASH,n0,2/5,2/5,1,0,1,1
6876,HASH,n1,2/5,2/5,1,0,1,1
6876,HASH,n2,2/5,2/5,1,0,1,1
6890,HASH,n0,3/8,1/4,2,0,2,2
6897,HC_NONINT,n2,2/3,1/4,2,0,2,2
6899,HC_INT,n0,1/10,1,10,0,10,10
6904,HASH,n0,1/16,1/5,4,0,4,4
6904,HASH,n1,1/2,1/16,1,0,1,1
6913,HC_INT,n0,1/4,1/4,1,0,1,1
6913,HC_INT,n1,1/3,1/4,2,0,2,2
6918,HASH,n0,1/3,3/8,2,0,2,2
6918,HASH,n1,3/8,1/8,1,0,1,1
6925,HC_NONINT,n0,1/100,1/3,34,0,34,34
6926,HC_SHIFT_UNDER_HASH,n0,2/5,5/8,3,0,3,3
6929,HC_DEEP,n0,2/3,1/4,2,0,2,2
6932,HASH,n0,3/8,147/1000,2,0,2,2
6939,HC_NONINT,n0,1/8,3/8,3,0,3,3
6941,HC_INT,n0,3/10,1/10,1,0,1,1
6946,HASH,n0,1/5,1/4,2,0,2,2
6953,HC_NONINT,n0,2/5,1/3,2,0,2,2
6960,HASH,n0,147/1000,2/3,6,0,6,6
6960,HASH,n2,2/3,147/1000,2,0,2,2
6967,HC_NONINT,n0,4/25,5/8,5,0,5,5
6969,HC_INT,n0,1,1/2,1,0,1,1
6974,HASH,n0,1/16,5/8,10,0,10,10
6974,HASH,n2,1/16,5/8,10,0,10,10
6981,HC_NONINT,n1,3/10,1/2,3,0,3,3
6981,HC_NONINT,n2,3/10,1/2,3,0,3,3
6988,HASH,n0,3/8,1/4,2,0,2,2
6997,HC_INT,n0,2/5,1/10,1,0,1,1
7002,HASH,n0,3/10,147/1000,2,0,2,2
7002,HASH,n3,147/1000,3/10,4,0,4,4
7009,HC_NONINT,n0,1,5/8,2,0,2,2
7011,HC_INT,n1,147/1000,4/25,3,0,3,3
7011,HC_INT,n2,147/1000,4/25,3,0,3,3
7016,HASH,n0,2/3,4/25,2,0,2,2
7023,HC_NONINT,n2,147/1000,1/10,2,0,2,2
7030,HASH,n0,5/8,1/100,2,0,2,2
7044,HASH,n0,1,3/8,2,0,2,2
7051,HC_NONINT,n0,147/1000,1/2,5,0,5,5
7053,HC_INT,n0,1/16,1/8,2,0,2,2
7058,HASH,n0,2/3,1/4,2,0,2,2
7058,HASH,n1,1/4,2/3,4,0,4,4
7065,HC_NONINT,n0,3/8,2/5,2,0,2,2
7067,HC_INT,n3,1,1/16,1,0,1,1
7069,HC_DEEP,n0,3/8,1/16,1,0,1,1
7069,HC_DEEP,n3,1/16,3/8,6,0,6,6
7072,HASH,n0,1/4,1/16,1,0,1,1
7072,HASH,n1,1/4,1/16,1,0,1,1
7086,HASH,n0,4/25,1/4,3,0,3,3
7086,HASH,n2,4/25,1/4,3,0,3,3
7097,HC_DEEP,n3,1/5,1,5,0,5,5
7100,HASH,n0,1/100,5/8,63,0,63,63
7107,HC_NONINT,n0,5/8,1/100,2,0,2,2
7114,HASH,n0,3/10,1/5,2,0,2,2
7114,HASH,n1,3/10,2/5,2,0,2,2
7114,HASH,n2,2/5,1/5,1,0,1,1
7121,HC_NONINT,n3,3/8,2/5,2,0,2,2
7122,HC_SHIFT_UNDER_HASH,n0,1/8,1/16,1,0,1,1
7123,HC_INT,n0,4/25,4/25,1,0,1,1
7128,HASH,n0,147/1000,3/8,4,0,4,4
7128,HASH,n2,147/1000,3/8,4,0,4,4
7128,HASH,n3,147/1000,3/8,4,0,4,4
7135,HC_NONINT,n1,147/1000,2/3,6,0,6,6
7136,HC_SHIFT_UNDER_HASH,n0,2/3,1/4,2,0,2,2
7137,HC_INT,n2,1/3,1/4,2,0,2,2
7142,HASH,n0,2/5,1/3,2,0,2,2
7149,HC_NONINT,n0,2/5,1/2,2,0,2,2
7150,HC_SHIFT_UNDER_HASH,n1,3/10,1,4,0,4,4
7156,HASH,n0,1/100,1/8,13,0,13,13
7163,HC_NONINT,n0,1/100,1/3,34,0,34,34
7170,HASH,n0,1/10,5/8,7,0,7,7
7170,HASH,n1,5/8,1/10,2,0,2,2
7177,HC_NONINT,n1,5/8,1/100,2,0,2,2
7178,HC_SHIFT_UNDER_HASH,n0,1/2,1/8,1,0,1,1
7179,HC_INT,n0,1/100,1/2,50,0,50,50
7184,HASH,n0,1/100,1/5,20,0,20,20
7184,HASH,n1,1/100,1/100,1,0,1,1
7184,HASH,n2,1/100,1/100,1,0,1,1
7191,HC_NONINT,n1,2/3,1/100,2,0,2,2
7195,HC_DEEP,n0,2/3,2/3,1,0,1,1
7198,HASH,n0,1/5,1/2,3,0,3,3
7207,HC_INT,n0,1,1/5,1,0,1,1
7207,HC_INT,n1,1/5,1,5,0,5,5
7212,HASH,n0,1/8,1/5,3,0,3,3
7212,HASH,n1,1/5,1/8,2,0,2,2
7221,HC_INT,n0,1/4,1/8,1,0,1,1
7226,HASH,n0,1/16,1/3,6,0,6,6
7233,HC_NONINT,n0,1/5,1/4,2,0,2,2
7233,HC_NONINT,n3,1/5,1/4,2,0,2,2
7240,HASH,n0,5/8,1/2,2,0,2,2
7240,HASH,n4,5/8,1/2,2,0,2,2
7247,HC_NONINT,n1,1/8,4/25,3,0,3,3
7249,HC_INT,n0,2/5,1/100,1,0,1,1
7254,HASH,n0,1/5,1/10,1,0,1,1
7265,HC_DEEP,n2,1,147/1000,2,0,2,2
7268,HASH,n0,4/25,147/1000,2,0,2,2
7268,HASH,n1,147/1000,4/25,3,0,3,3
7275,HC_NONINT,n0,1/5,2/3,4,0,4,4
7277,HC_INT,n0,2/3,1/3,1,0,1,1
7282,HASH,n0,1/8,3/10,4,0,4,4
7289,HC_NONINT,n0,5/8,4/25,2,0,2,2
7291,HC_INT,n0,1/2,1/4,1,0,1,1
7296,HASH,n0,1/3,1/16,2,0,2,2
7296,HASH,n1,1/3,1/16,2,0,2,2
7303,HC_NONINT,n0,1/3,2/3,2,0,2,2
7310,HASH,n0,1/8,1/16,1,0,1,1
7319,HC_INT,n0,1/2,1/100,1,0,1,1
7324,HASH,n0,2/5,1/10,1,0,1,1
7331,HC_NONINT,n4,147/1000,1/4,3,0,3,3
7333,HC_INT,n0,1/5,1/5,1,0,1,1
7333,HC_INT,n1,1/5,1/5,1,0,1,1
7338,HASH,n0,3/10,147/1000,2,0,2,2
7338,HASH,n2,147/1000,3/10,4,0,4,4
7345,HC_NONINT,n3,1/16,4/25,4,0,4,4
7347,HC_INT,n1,1/10,1/100,1,0,1,1
7352,HASH,n0,1/5,1/5,1,0,1,1
7360,HC_SHIFT_UNDER_HASH,n0,1/16,2/5,8,0,8,8
7361,HC_INT,n0,1/4,1/8,1,0,1,1
7363,HC_DEEP,n0,1/2,1/5,2,0,2,2
7366,HASH,n0,2/3,1/3,1,0,1,1
7373,HC_NONINT,n0,1/16,3/10,6,0,6,6
7373,HC_NONINT,n1,3/10,1/16,2,0,2,2
7380,HASH,n0,1/3,1/2,2,0,2,2
7380,HASH,n1,1/2,1/3,2,0,2,2
7387,HC_NONINT,n0,1/3,4/25,2,0,2,2
7391,HC_DEEP,n0,4/25,1,7,0,7,7
7394,HASH,n0,1/3,1/10,2,0,2,2
7408,HASH,n0,5/8,1/3,2,0,2,2
7408,HASH,n1,1/3,5/8,3,0,3,3
7408,HASH,n3,5/8,1/3,2,0,2,2
7415,HC_NONINT,n0,2/3,147/1000,2,0,2,2
7422,HASH,n0,5/8,3/10,2,0,2,2
7422,HASH,n3,3/10,5/8,3,0,3,3
7429,HC_NONINT,n0,2/3,2/5,2,0,2,2
7433,HC_DEEP,n1,1/5,4/25,2,0,2,2
7436,HASH,n0,5/8,1/100,2,0,2,2
7450,HASH,n0,1/2,2/3,2,0,2,2
7450,HASH,n3,2/3,1/10,2,0,2,2
7457,HC_NONINT,n0,1/4,1,4,0,4,4
7458,HC_SHIFT_UNDER_HASH,n1,1/3,147/1000,2,0,2,2
7464,HASH,n0,147/1000,1/100,2,0,2,2
7472,HC_SHIFT_UNDER_HASH,n0,5/8,1/4,2,0,2,2
7478,HASH,n0,1,147/1000,2,0,2,2
7478,HASH,n1,147/1000,1,8,0,8,8
7486,HC_SHIFT_UNDER_HASH,n1,1,1/3,1,0,1,1
7487,HC_INT,n0,4/25,1/3,3,0,3,3
7492,HASH,n0,1/16,1/2,8,0,8,8
7492,HASH,n2,1/16,1/2,8,0,8,8
7499,HC_NONINT,n2,2/3,1/5,2,0,2,2
7501,HC_INT,n0,5/8,2/3,2,0,2,2
7506,HASH,n0,5/8,2/3,2,0,2,2
7506,HASH,n1,2/3,5/8,2,0,2,2
7520,HASH,n0,1,1/4,1,0,1,1
7527,HC_NONINT,n1,1/4,2/3,4,0,4,4
7529,HC_INT,n2,1,1/3,1,0,1,1
7534,HASH,n0,1/10,1/4,3,0,3,3
7543,HC_INT,n0,1/8,1/8,1,0,1,1
7548,HASH,n0,5/8,5/8,1,0,1,1
7548,HASH,n1,5/8,5/8,1,0,1,1
7557,HC_INT,n0,1/8,1/16,1,0,1,1
7562,HASH,n0,1/3,1/10,2,0,2,2
7576,HASH,n0,1/10,1/3,4,0,4,4
7585,HC_INT,n0,1,1/8,1,0,1,1
7590,HASH,n0,1/3,3/10,2,0,2,2
7590,HASH,n1,1/10,3/10,3,0,3,3
7601,HC_DEEP,n1,2/5,2/5,1,0,1,1
7604,HASH,n0,1/8,1,8,0,8,8
7604,HASH,n1,1/16,1,16,0,16,16
7611,HC_NONINT,n1,1/10,1/8,2,0,2,2
7613,HC_INT,n0,5/8,1/16,1,0,1,1
7618,HASH,n0,3/10,1,4,0,4,4
7625,HC_NONINT,n0,1/4,2/5,3,0,3,3
7625,HC_NONINT,n1,2/5,1/4,2,0,2,2
7627,HC_INT,n0,4/25,4/25,1,0,1,1
7632,HASH,n0,3/8,2/5,2,0,2,2
7632,HASH,n1,1/100,2/5,40,0,40,40
7639,HC_NONINT,n0,1/8,1/2,4,0,4,4
7640,HC_SHIFT_UNDER_HASH,n0,1/2,4/25,2,0,2,2
7641,HC_INT,n0,1/10,3/10,3,0,3,3
7641,HC_INT,n4,3/10,1/10,1,0,1,1
7646,HASH,n0,4/25,2/3,5,0,5,5
7646,HASH,n1,4/25,2/3,5,0,5,5
7646,HASH,n4,4/25,2/3,5,0,5,5
7654,HC_SHIFT_UNDER_HASH,n3,1/2,1,2,0,2,2
7660,HASH,n0,1/16,1/4,4,0,4,4
7668,HC_SHIFT_UNDER_HASH,n2,3/10,1/5,2,0,2,2
7674,HASH,n0,1,1/8,1,0,1,1
7688,HASH,n0,1,1/16,1,0,1,1
7688,HASH,n3,1,1/16,1,0,1,1
7696,HC_SHIFT_UNDER_HASH,n2,1/4,2/5,3,0,3,3
7702,HASH,n0,5/8,1/100,2,0,2,2
7709,HC_NONINT,n0,1/5,1/4,2,0,2,2
7711,HC_INT,n1,1/5,1/100,1,0,1,1
7711,HC_INT,n4,1/5,3/10,2,0,2,2
7716,HASH,n0,1/100,5/8,63,0,63,63
7727,HC_DEEP,n0,1/2,1/16,1,0,1,1
7730,HASH,n0,1/8,1/16,1,0,1,1
7737,HC_NONINT,n0,3/10,1/4,2,0,2,2
7739,HC_INT,n0,3/8,3/8,1,0,1,1
7739,HC_INT,n3,3/8,3/8,1,0,1,1
7744,HASH,n0,1/10,2/3,8,0,8,8
7751,HC_NONINT,n0,1/16,1/100,2,0,2,2
7755,HC_DEEP,n4,1/8,1/10,2,0,2,2
7758,HASH,n0,147/1000,1/5,3,0,3,3
7766,HC_SHIFT_UNDER_HASH,n1,1/4,147/1000,2,0,2,2
7766,HC_SHIFT_UNDER_HASH,n2,1/4,147/1000,2,0,2,2
7772,HASH,n0,3/8,1,4,0,4,4
7772,HASH,n1,3/8,3/8,1,0,1,1
7772,HASH,n3,3/8,3/8,1,0,1,1
7779,HC_NONINT,n0,1/5,4/25,2,0,2,2
7781,HC_INT,n0,3/10,1/100,1,0,1,1
7786,HASH,n0,2/5,1,3,0,3,3
7795,HC_INT,n0,1,1/8,1,0,1,1
7800,HASH,n0,1/3,1/5,2,0,2,2
7800,HASH,n4,1/3,1/5,2,0,2,2
7807,HC_NONINT,n0,1/100,4/25,16,0,16,16
7809,HC_INT,n0,1/100,1/100,1,0,1,1
7814,HASH,n0,147/1000,3/8,4,0,4,4
7821,HC_NONINT,n0,2/5,1/3,2,0,2,2
7828,HASH,n0,3/8,3/8,1,0,1,1
7835,HC_NONINT,n0,1/2,1,2,0,2,2
7836,HC_SHIFT_UNDER_HASH,n2,1/4,1/8,1,0,1,1
7842,HASH,n0,1/3,1/5,2,0,2,2
7849,HC_NONINT,n0,1,4/25,2,0,2,2
7856,HASH,n0,1/2,1/4,1,0,1,1
7856,HASH,n3,3/10,1/2,3,0,3,3
7856,HASH,n4,3/10,1/4,2,0,2,2
7863,HC_NONINT,n0,4/25,3/8,4,0,4,4
7865,HC_INT,n0,1/8,1/8,1,0,1,1
7870,HASH,n0,147/1000,1/8,2,0,2,2
7884,HASH,n0,4/25,1/10,2,0,2,2
7893,HC_INT,n0,1/100,1/100,1,0,1,1
7895,HC_DEEP,n0,1/100,2/3,68,0,68,68
7898,HASH,n0,1/10,3/8,5,0,5,5
7905,HC_NONINT,n0,1/3,1/10,2,0,2,2
7912,HASH,n0,1/10,1/100,1,0,1,1
7919,HC_NONINT,n2,5/8,1/5,2,0,2,2
7921,HC_INT,n3,1,3/8,2,0,2,2
7926,HASH,n0,5/8,1/10,2,0,2,2
7933,HC_NONINT,n0,1/5,5/8,4,0,4,4
7934,HC_SHIFT_UNDER_HASH,n2,1,147/1000,2,0,2,2
7940,HASH,n0,2/3,1/16,2,0,2,2
7947,HC_NONINT,n3,147/1000,1/5,3,0,3,3
7954,HASH,n0,1/3,3/10,2,0,2,2
7954,HASH,n1,3/10,1/3,2,0,2,2
7961,HC_NONINT,n0,5/8,147/1000,2,0,2,2
7968,HASH,n0,1/10,1/8,2,0,2,2
7968,HASH,n1,1/8,1/10,2,0,2,2
7975,HC_NONINT,n1,147/1000,1/2,5,0,5,5
7982,HASH,n0,1/3,1/4,2,0,2,2
7989,HC_NONINT,n0,1/3,1/100,2,0,2,2
7991,HC_INT,n0,3/10,3/10,1,0,1,1
7996,HASH,n0,147/1000,1/8,2,0,2,2
7996,HASH,n2,147/1000,1/8,2,0,2,2
8003,HC_NONINT,n0,3/10,1/3,2,0,2,2
8005,HC_INT,n0,1/100,3/8,38,0,38,38
8007,HC_DEEP,n2,1/100,3/8,38,0,38,38
8010,HASH,n0,1/100,1/3,34,0,34,34
8017,HC_NONINT,n1,1/4,3/8,2,0,2,2
8019,HC_INT,n1,1/2,1/100,1,0,1,1
8024,HASH,n0,1/3,3/10,2,0,2,2
8031,HC_NONINT,n0,3/10,2/5,2,0,2,2
8038,HASH,n0,147/1000,147/1000,1,0,1,1
8038,HASH,n1,147/1000,147/1000,1,0,1,1
8045,HC_NONINT,n0,1/16,1/16,1,0,1,1
8045,HC_NONINT,n1,1/16,1/100,2,0,2,2
8047,HC_INT,n0,1/4,1/100,1,0,1,1
8052,HASH,n0,1/8,1/8,1,0,1,1
8066,HASH,n0,1/10,1/8,2,0,2,2
8066,HASH,n1,1/10,1/8,2,0,2,2
8073,HC_NONINT,n0,2/3,4/25,2,0,2,2
8080,HASH,n0,1/8,2/3,6,0,6,6
8080,HASH,n2,1/8,2/3,6,0,6,6
8080,HASH,n3,2/3,1/8,2,0,2,2
8094,HASH,n0,5/8,5/8,1,0,1,1
8094,HASH,n2,5/8,5/8,1,0,1,1
8108,HASH,n0,2/5,3/10,2,0,2,2
8108,HASH,n1,3/10,2/5,2,0,2,2
8119,HC_DEEP,n4,1/3,1/8,2,0,2,2
8122,HASH,n0,1/8,1,8,0,8,8
8122,HASH,n1,1/8,1/2,4,0,4,4
8129,HC_NONINT,n1,1/8,4/25,3,0,3,3
8129,HC_NONINT,n3,1/8,4/25,3,0,3,3
8131,HC_INT,n0,2/5,2/5,1,0,1,1
8136,HASH,n0,1/100,2/3,68,0,68,68
8136,HASH,n1,2/3,1/100,2,0,2,2
8143,HC_NONINT,n0,1,1/4,1,0,1,1
8144,HC_SHIFT_UNDER_HASH,n3,2/3,2/5,2,0,2,2
8150,HASH,n0,1/3,1/100,2,0,2,2
8157,HC_NONINT,n2,1/4,2/5,3,0,3,3
8164,HASH,n0,1/2,1/8,1,0,1,1
8164,HASH,n1,1/8,1/2,4,0,4,4
8178,HASH,n0,5/8,147/1000,2,0,2,2
8185,HC_NONINT,n0,1/3,1,3,0,3,3
8186,HC_SHIFT_UNDER_HASH,n2,1/2,1/10,1,0,1,1
8187,HC_INT,n1,1/2,1/4,1,0,1,1
8192,HASH,n0,4/25,1/5,2,0,2,2
8199,HC_NONINT,n0,2/5,2/3,3,0,3,3
8201,HC_INT,n0,1/4,1/16,1,0,1,1
8206,HASH,n0,2/3,1/8,2,0,2,2
8220,HASH,n0,1/3,2/5,2,0,2,2
8229,HC_INT,n0,3/8,3/8,1,0,1,1
8234,HASH,n0,1/100,2/5,40,0,40,40
8234,HASH,n1,1/100,2/5,40,0,40,40
8241,HC_NONINT,n5,4/25,3/8,4,0,4,4
8248,HASH,n0,2/3,1/4,2,0,2,2
8255,HC_NONINT,n0,3/10,1/5,2,0,2,2
8256,HC_SHIFT_UNDER_HASH,n2,1/5,1/2,3,0,3,3
8262,HASH,n0,2/3,1/10,2,0,2,2
8271,HC_INT,n0,1/8,4/25,3,0,3,3
8276,HASH,n0,1,1/4,1,0,1,1
8276,HASH,n1,1/16,1,16,0,16,16
8283,HC_NONINT,n1,3/8,1/5,2,0,2,2
8290,HASH,n0,1/8,1/10,2,0,2,2
8299,HC_INT,n0,1/16,5/8,10,0,10,10
8299,HC_INT,n1,5/8,1/16,1,0,1,1
8304,HASH,n0,1/4,1/8,1,0,1,1
8304,HASH,n1,1/8,1/4,2,0,2,2
8311,HC_NONINT,n2,1/8,1/100,2,0,2,2
8313,HC_INT,n3,1/3,4/25,2,0,2,2
8318,HASH,n0,147/1000,1/16,2,0,2,2
8332,HASH,n0,2/5,1/10,1,0,1,1
8339,HC_NONINT,n1,2/5,2/3,3,0,3,3
8346,HASH,n0,1/5,1/3,3,0,3,3
8355,HC_INT,n0,4/25,2/3,5,0,5,5
8360,HASH,n0,1/16,2/3,12,0,12,12
8367,HC_NONINT,n0,1/10,5/8,7,0,7,7
8374,HASH,n0,1,1/100,1,0,1,1
8374,HASH,n1,1/10,1,10,0,10,10
8374,HASH,n2,1/100,1,100,0,100,100
8381,HC_NONINT,n3,2/5,1,3,0,3,3
8382,HC_SHIFT_UNDER_HASH,n1,5/8,1/10,2,0,2,2
8388,HASH,n0,1/2,1,2,0,2,2
8395,HC_NONINT,n0,2/5,1/8,2,0,2,2
8402,HASH,n0,1/2,1/8,1,0,1,1
8402,HASH,n1,1/8,1/2,4,0,4,4
8409,HC_NONINT,n0,2/3,1/5,2,0,2,2
8416,HASH,n0,1/3,1/5,2,0,2,2
8416,HASH,n1,1/3,1/5,2,0,2,2
8423,HC_NONINT,n0,5/8,1/10,2,0,2,2
8425,HC_INT,n0,1/10,3/10,3,0,3,3
8430,HASH,n0,1/8,1/100,2,0,2,2
8430,HASH,n1,1/8,1/100,2,0,2,2
8437,HC_NONINT,n0,3/10,1/3,2,0,2,2
8438,HC_SHIFT_UNDER_HASH,n0,147/1000,1,8,0,8,8
8439,HC_INT,n0,147/1000,147/1000,1,0,1,1
8444,HASH,n0,1,1/4,1,0,1,1
8444,HASH,n1,1,1/4,1,0,1,1
8444,HASH,n2,1/4,1,4,0,4,4
8451,HC_NONINT,n0,1/2,147/1000,2,0,2,2
8458,HASH,n0,5/8,5/8,1,0,1,1
8458,HASH,n3,5/8,5/8,1,0,1,1
8465,HC_NONINT,n0,1/16,4/25,4,0,4,4
8472,HASH,n0,3/10,1/16,2,0,2,2
8472,HASH,n2,1/16,3/10,6,0,6,6
8479,HC_NONINT,n1,1/8,3/10,4,0,4,4
8486,HASH,n0,1/2,1/4,1,0,1,1
8486,HASH,n1,1/4,1/2,2,0,2,2
8493,HC_NONINT,n0,4/25,1/5,2,0,2,2
8493,HC_NONINT,n1,1/5,3/8,3,0,3,3
8500,HASH,n0,5/8,1/16,1,0,1,1
8500,HASH,n1,1/16,5/8,10,0,10,10
8507,HC_NONINT,n0,5/8,1/2,2,0,2,2
8509,HC_INT,n0,1/2,1/4,1,0,1,1
8514,HASH,n0,147/1000,1/3,4,0,4,4
8523,HC_INT,n0,2/5,1/10,1,0,1,1
8528,HASH,n0,147/1000,2/3,6,0,6,6
8535,HC_NONINT,n0,1/3,5/8,3,0,3,3
8535,HC_NONINT,n2,1/5,1/3,3,0,3,3
8537,HC_INT,n0,1/4,1/16,1,0,1,1
8542,HASH,n0,1/8,1/16,1,0,1,1
8542,HASH,n2,1/16,1/3,6,0,6,6
8549,HC_NONINT,n0,1/4,1,4,0,4,4
8553,HC_DEEP,n0,2/5,1/8,2,0,2,2
8556,HASH,n0,2/5,1/5,1,0,1,1
8563,HC_NONINT,n3,2/5,2/3,3,0,3,3
8563,HC_NONINT,n4,2/3,1/100,2,0,2,2
8565,HC_INT,n0,2/3,1/3,1,0,1,1
8570,HASH,n0,1/10,1/10,1,0,1,1
8577,HC_NONINT,n1,1/3,3/8,2,0,2,2
8579,HC_INT,n1,1/3,147/1000,2,0,2,2
8584,HASH,n0,3/8,1/3,2,0,2,2
8591,HC_NONINT,n1,147/1000,1/16,2,0,2,2
8592,HC_SHIFT_UNDER_HASH,n0,2/5,3/10,2,0,2,2
8593,HC_INT,n0,1,1/100,1,0,1,1
8598,HASH,n0,1,2/5,2,0,2,2
8605,HC_NONINT,n0,1/5,4/25,2,0,2,2
8612,HASH,n0,2/3,1/4,2,0,2,2
8619,HC_NONINT,n3,5/8,1,3,0,3,3
8619,HC_NONINT,n5,1,5/8,2,0,2,2
8621,HC_INT,n1,1,1/5,1,0,1,1
8626,HASH,n0,1/16,2/3,12,0,12,12
8626,HASH,n1,2/3,1/16,2,0,2,2
8633,HC_NONINT,n0,1/3,1/4,2,0,2,2
8635,HC_INT,n1,147/1000,2/5,4,0,4,4
8640,HASH,n0,1/2,4/25,2,0,2,2
8654,HASH,n0,1/3,1,3,0,3,3
8668,HASH,n0,3/8,1/16,1,0,1,1
8675,HC_NONINT,n1,1/3,1/5,2,0,2,2
8677,HC_INT,n4,1/5,1/3,3,0,3,3
8682,HASH,n0,1/3,4/25,2,0,2,2
8682,HASH,n1,1/8,4/25,3,0,3,3
8689,HC_NONINT,n0,1/3,1,3,0,3,3
